Course Title,Rating,Review,What you will learn
Introduction to the Threat Intelligence Lifecycle ,4.7,15,
Network Automation Engineering Fundamentals Specialization,4.6,33,"The issues network automation can solve, building a foundation for further masteryThe basics of NETCONF, RESTCONF, gNMI, and YANG modelingHow to script security topics with Ansible and Python"
Introduction to Cybersecurity Fundamentals,4.7,32,"Learn to identify cybersecurity foundations and standard models for effective protection strategies. Acquire skills to construct best practices for mitigating common cyber attacks upon course completion.  Explain attacker techniques, including phishing, social engineering, and ransomware.  Gain insights into data protection and online privacy methods while connected to public networks. "
Introduction to Databases,4.7,898,Concepts and principles that underpin how databases work .Plan and execute a simple database development project .
Microsoft Windows OS,4.8,10,Demonstrate the use of command line tools. Explore key features of the Windows OS. Examine the Windows Registry.
Os vários elementos das redes informáticas,4.8,41,
Modernize Infrastructure and Applications with Google Cloud,4.7,1,"Understand the role that cloud modernization and migration plays in an organization's digital transformation.Examine available options to run compute workloads in the cloud.Explore the advantages of using containers, serverless computing, and APIs in application modernization.Learn about the business reasons to choose hybrid or multi-cloud strategies, and how GKE Enterprise can help support these strategies."
"Introduction to Containers w/ Docker, Kubernetes & OpenShift",4.4,696,"Using containers, learn how to move applications quickly across any environment.Build cloud native applications using Docker, Kubernetes, OpenShift, and Istio.Describe and leverage Kubernetes architecture to set up and use an entire lifecycle-based container management system.Create and leverage a YAML deployment file to configure and create resources such as pods, services, replicasets, and others in a declarative way."
Smart Cities – Management of Smart Urban Infrastructures,4.7,1,
Data Management for Clinical Research,4.7,1,
Relational Databases for Beginners,4.8,10,Create and execute a Python program using the IDE.Execute SQL commands to perform basic database operations.Manage databases with statements.
Ansible for Network Automation,4.8,10,
Основы технической поддержки,4.8,152,
Introduction to Technical Support ,4.8,671,"Define technical support, tech support, IT support, customer support mindset, the various levels of IT support, and the escalation matrix Discover soft and technical skills required and opportunities available for a career in Technical SupportExplore the features and benefits of ticketing systemsIdentify the various methodologies and frameworks popular in technical support"
Health Care IT: Challenges and Opportunities,4.7,465,"The challenges of using technology in health care.The way that technology reshapes the balance of information and has been adapted to support the needs of health care professionals and patients.How health IT, – from electronic health records to mHealth apps - serve the patient-provider relationship."
DevOps for Network Automation (NetDevOps),4.7,10,
Essential Google Cloud Infrastructure: Foundation,4.7,16,Interact with the Google Cloud console and Cloud ShellDeploy solutions using Google Cloud MarketplaceImplement VPC networks and firewall rulesCreate and customize VM instances using Compute Engine
